id,episode_number,episode_airing_order,title,air_date,canonical_url,content_rating,description,duration,image,publish_date,views,imdb_url,season_id,season_number,season_title,series_id,series_title
9687200d-f933-4a94-9da7-e699ea8f84c7,21012,012,"October 15, 2015 - Jack Black",1444964400,http://www.cc.com/full-episodes/nhhclt/the-daily-show-with-trevor-noah-october-15--2015---jack-black-season-21-ep-21012,general audience,"The FBI investigates fantasy sports sites for insider trading, an Illinois mayor falls victim to a Twitter parody account, and Jack Black discusses his film ""Goosebumps.""",1288,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21012/ds_21_012.jpg,1444964400,"260,673",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
fc96300a-3873-4c3f-af2b-d7d0b3e81e65,21011,011,"October 14, 2015 - Tom Hiddleston",1444878000,http://www.cc.com/full-episodes/hhmu4e/the-daily-show-with-trevor-noah-october-14--2015---tom-hiddleston-season-21-ep-21011,general audience,"The Best F#@king News Team Ever recaps the Democratic presidential debate, CNN unleashes its best Las Vegas puns, and Tom Hiddleston discusses his movie ""Crimson Peak.""",1288,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21011/ds_21_011.jpg,1444878000,"239,537",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
f77e97da-b22f-4363-9bee-0ad129f0d5c9,21010,010,"October 13, 2015 - Richard Dawkins",1444791600,http://www.cc.com/full-episodes/9ce7v1/the-daily-show-with-trevor-noah-october-13--2015---richard-dawkins-season-21-ep-21010,general audience,"Republicans court Paul Ryan for Speaker of the House, Lewis Black examines how businesses attract millennials, and Richard Dawkins discusses ""Brief Candle in the Dark.""",1289,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21010/ds_21_010.jpg,1444791600,"227,061",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
ad9b2480-550a-490c-a712-aa6c26973ae5,21009,009,"October 12, 2015 - Ta-Nehisi Coates",1444705200,http://www.cc.com/full-episodes/ss4e1q/the-daily-show-with-trevor-noah-october-12--2015---ta-nehisi-coates-season-21-ep-21009,general audience,"Roy Wood Jr. visits the Justice or Else rally, CNN gets ready to host the first Democratic presidential debate, and Ta-Nehisi Coates discusses mass incarceration in the U.S.",1289,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21009/ds_21_009.jpg,1444705200,"219,521",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
2228c500-a42f-4041-a2fa-5c7852fd06ee,21008,008,"October 8, 2015 - Rachel Maddow",1444359600,http://www.cc.com/episodes/muo1tz/the-daily-show-with-trevor-noah-october-8--2015---rachel-maddow-season-21-ep-21008,general audience,"Hasan Minhaj investigates a fair-hiring campaign for former offenders, Rupert Murdoch endorses Ben Carson, and Rachel Maddow weighs in on the 2016 election.",1310,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21008/ds_02008_massive2.jpg,1444359600,"286,539",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
3aba0ada-1d79-4500-aea8-1a90746faf2b,21007,007,"October 7, 2015 - Evgeny Afineevsky",1444273200,http://www.cc.com/episodes/nut019/the-daily-show-with-trevor-noah-october-7--2015---evgeny-afineevsky-season-21-ep-21007,general audience,"Ben Carson defends his response to a school shooting in Oregon, Ronny Chieng explores virtual reality, and Evgeny Afineevsky discusses his documentary ""Winter on Fire.""",1163,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21007/ds_21_007.jpg,1444273200,"248,564",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
ecb460f4-4aef-4a29-9be6-8087cd3621b2,21006,006,"October 6, 2015 - Aaron Sorkin",1444186800,http://www.cc.com/episodes/5vlkdo/the-daily-show-with-trevor-noah-october-6--2015---aaron-sorkin-season-21-ep-21006,general audience,"Jordan Klepper weighs in on the ethics of using service apps like Uber, robots threaten the jobs of journalists, and screenwriter Aaron Sorkin discusses his film ""Steve Jobs.""",1183,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21006/ds_21_006.jpg,1444186800,"237,187",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
475c3d04-0dc5-4e71-a525-3fb4c81dc689,21005,005,"October 5, 2015 - Seth Rogen",1444100400,http://www.cc.com/episodes/38if7u/the-daily-show-with-trevor-noah-october-5--2015---seth-rogen-season-21-ep-21005,general audience,"Trevor examines pro-lifers' stance on guns, Jessica Williams finds an efficient way to report on a mass shooting in Oregon, and Seth Rogen discusses his film ""Steve Jobs.""",1156,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21005/ds_21_005.jpg,1444100400,"264,066",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
cfa2e2cd-1c07-461f-a6e3-f029b98ea21f,21004,004,"October 1, 2015 - Ryan Adams",1443754800,http://www.cc.com/episodes/5wjyj9/the-daily-show-with-trevor-noah-october-1--2015---ryan-adams-season-21-ep-21004,general audience,"Donald Trump proves to be a viable African president, The Best F#@king News Team Ever celebrates autumn, and Ryan Adams covers Taylor Swift's songs from his album ""1989.""",963,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21004/ds_21_004.jpg,1443754800,"371,195",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
b90fd63e-806f-4c52-b389-4a30d4c58b2e,21003,003,"September 30, 2015 - Chris Christie",1443668400,http://www.cc.com/episodes/h42n5j/the-daily-show-with-trevor-noah-september-30--2015---chris-christie-season-21-ep-21003,general audience,"Jordan Klepper and Roy Wood Jr. investigate police bias, Al Madrigal looks into espionage rumors at the Waldorf Astoria, and Chris Christie discusses his presidential bid.",1206,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21003/ds_21_003.jpg,1443668400,"332,223",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
