season,episode_number,rating,rating_count
1,134,N/A,N/A
2,134,N/A,N/A
3,134,N/A,N/A
4,134,N/A,N/A
5,134,N/A,N/A
6,134,N/A,N/A
7,134,8.0,6
8,134,6.1,7
10,134,6.4,14
11,134,6.2,13
12,134,5.8,9
13,134,6.7,9
14,134,7.2,8
15,134,7.5,13
17,134,7.8,17
18,134,8.0,15
19,134,7.0,20
20,134,7.4,19
1,135,N/A,N/A
2,135,N/A,N/A
3,135,N/A,N/A
4,135,N/A,N/A
5,135,N/A,N/A
6,135,N/A,N/A
7,135,N/A,N/A
8,135,6.8,6
10,135,7.2,12
11,135,3.6,18
12,135,6.5,13
13,135,6.7,9
14,135,6.8,14
15,135,6.4,15
17,135,7.5,20
18,135,7.8,17
19,135,7.3,19
20,135,7.2,20
1,136,N/A,N/A
2,136,N/A,N/A
3,136,N/A,N/A
4,136,N/A,N/A
5,136,N/A,N/A
6,136,N/A,N/A
7,136,N/A,N/A
8,136,6.0,7
10,136,6.6,13
11,136,6.7,7
12,136,6.3,11
13,136,5.3,12
14,136,7.2,13
15,136,7.5,22
17,136,7.8,16
18,136,7.9,15
19,136,7.2,21
20,136,7.2,21
1,137,N/A,N/A
2,137,N/A,N/A
3,137,N/A,N/A
4,137,N/A,N/A
5,137,N/A,N/A
6,137,N/A,N/A
7,137,N/A,N/A
8,137,7.0,6
10,137,7.6,11
11,137,6.7,6
12,137,6.4,13
13,137,6.8,11
14,137,7.0,14
15,137,7.0,14
17,137,7.6,18
18,137,7.9,14
19,137,7.3,24
20,137,7.8,17
1,138,N/A,N/A
2,138,N/A,N/A
3,138,N/A,N/A
4,138,N/A,N/A
5,138,9.2,10
6,138,N/A,N/A
7,138,5.6,5
8,138,7.2,6
10,138,7.5,11
11,138,6.8,17
12,138,7.0,12
13,138,7.1,8
14,138,7.1,16
15,138,7.8,14
17,138,7.4,16
18,138,7.8,15
19,138,7.7,21
20,138,7.5,21
1,139,N/A,N/A
2,139,N/A,N/A
3,139,N/A,N/A
4,139,N/A,N/A
5,139,N/A,N/A
6,139,N/A,N/A
7,139,N/A,N/A
8,139,6.6,7
10,139,7.5,11
11,139,4.8,16
13,139,7.0,10
14,139,7.5,12
15,139,7.5,13
17,139,7.3,21
18,139,7.7,14
19,139,7.2,21
20,139,7.4,27
1,140,N/A,N/A
2,140,N/A,N/A
3,140,6.4,9
4,140,N/A,N/A
5,140,N/A,N/A
6,140,N/A,N/A
7,140,5.7,7
8,140,6.8,6
10,140,7.5,11
11,140,N/A,N/A
13,140,5.8,12
14,140,7.0,12
15,140,7.1,12
17,140,7.2,16
18,140,7.9,14
19,140,6.9,16
20,140,7.7,25
1,141,N/A,N/A
2,141,N/A,N/A
3,141,N/A,N/A
4,141,N/A,N/A
5,141,N/A,N/A
6,141,N/A,N/A
7,141,N/A,N/A
8,141,6.8,6
10,141,7.8,12
11,141,4.6,18
13,141,6.4,5
14,141,6.1,17
15,141,6.9,14
17,141,7.5,15
18,141,7.1,16
19,141,6.9,19
20,141,7.8,37
1,142,N/A,N/A
2,142,N/A,N/A
3,142,N/A,N/A
4,142,N/A,N/A
5,142,N/A,N/A
6,142,N/A,N/A
7,142,N/A,N/A
8,142,6.3,7
10,142,6.5,12
11,142,4.7,18
13,142,N/A,N/A
14,142,7.5,13
15,142,6.0,14
17,142,7.4,18
18,142,8.1,14
19,142,7.0,15
20,142,9.5,213
1,143,N/A,N/A
2,143,N/A,N/A
3,143,N/A,N/A
4,143,N/A,N/A
5,143,N/A,N/A
6,143,N/A,N/A
7,143,N/A,N/A
8,143,6.4,7
10,143,7.8,12
11,143,6.3,15
13,143,N/A,N/A
14,143,6.3,14
15,143,7.5,14
17,143,6.8,16
18,143,8.1,16
19,143,7.7,20
1,144,N/A,N/A
2,144,N/A,N/A
3,144,N/A,N/A
4,144,N/A,N/A
5,144,N/A,N/A
6,144,N/A,N/A
7,144,N/A,N/A
8,144,5.9,8
10,144,8.8,21
11,144,6.1,14
13,144,7.8,5
14,144,7.6,14
15,144,7.6,16
17,144,7.3,13
18,144,8.2,23
19,144,7.9,19
1,145,N/A,N/A
2,145,N/A,N/A
3,145,N/A,N/A
4,145,N/A,N/A
5,145,N/A,N/A
6,145,N/A,N/A
7,145,N/A,N/A
8,145,6.3,7
10,145,7.3,12
11,145,6.2,16
13,145,7.1,11
14,145,7.6,12
15,145,6.9,16
17,145,7.5,15
18,145,8.1,19
19,145,7.7,19
1,146,N/A,N/A
2,146,N/A,N/A
3,146,N/A,N/A
4,146,N/A,N/A
5,146,N/A,N/A
6,146,N/A,N/A
7,146,N/A,N/A
8,146,6.3,7
10,146,6.8,12
11,146,7.0,10
13,146,7.8,6
14,146,7.1,11
15,146,6.8,12
17,146,7.6,15
18,146,7.5,15
19,146,8.0,19
1,147,N/A,N/A
2,147,N/A,N/A
3,147,N/A,N/A
4,147,N/A,N/A
5,147,N/A,N/A
6,147,N/A,N/A
7,147,N/A,N/A
8,147,7.3,6
10,147,8.2,13
11,147,6.5,11
13,147,8.0,5
14,147,7.3,17
15,147,7.5,13
17,147,7.0,14
18,147,8.1,19
19,147,8.1,19
1,148,N/A,N/A
2,148,N/A,N/A
3,148,N/A,N/A
4,148,N/A,N/A
5,148,N/A,N/A
6,148,N/A,N/A
7,148,N/A,N/A
8,148,6.6,7
10,148,7.6,10
11,148,5.5,11
13,148,5.7,10
14,148,7.3,14
15,148,6.7,13
17,148,7.3,15
18,148,7.7,15
19,148,8.1,18
1,149,N/A,N/A
2,149,N/A,N/A
3,149,N/A,N/A
4,149,N/A,N/A
5,149,N/A,N/A
6,149,N/A,N/A
7,149,N/A,N/A
8,149,6.0,7
10,149,6.8,12
11,149,7.1,9
13,149,7.8,6
14,149,6.8,12
15,149,7.4,12
17,149,7.6,14
18,149,7.6,17
19,149,8.5,15
1,150,N/A,N/A
2,150,N/A,N/A
3,150,N/A,N/A
4,150,N/A,N/A
5,150,N/A,N/A
6,150,N/A,N/A
7,150,N/A,N/A
8,150,7.1,9
10,150,7.1,14
11,150,5.8,12
13,150,7.4,12
14,150,7.2,10
15,150,6.5,16
17,150,7.1,16
18,150,8.2,20
19,150,8.4,17
1,151,N/A,N/A
2,151,N/A,N/A
3,151,8.2,5
4,151,N/A,N/A
5,151,N/A,N/A
6,151,N/A,N/A
7,151,N/A,N/A
8,151,5.5,8
10,151,7.2,13
11,151,5.4,8
13,151,8.0,5
14,151,7.0,13
15,151,7.5,13
17,151,7.9,21
18,151,8.4,19
19,151,8.4,15
1,152,N/A,N/A
2,152,N/A,N/A
3,152,N/A,N/A
4,152,N/A,N/A
5,152,N/A,N/A
6,152,N/A,N/A
7,152,N/A,N/A
8,152,7.2,6
10,152,7.7,11
11,152,5.3,11
13,152,6.2,9
14,152,7.3,15
15,152,6.5,13
17,152,7.2,16
18,152,7.9,18
19,152,8.1,17
1,153,N/A,N/A
2,153,N/A,N/A
3,153,N/A,N/A
4,153,N/A,N/A
5,153,N/A,N/A
6,153,N/A,N/A
7,153,N/A,N/A
8,153,6.6,8
10,153,7.3,12
11,153,6.4,10
13,153,6.2,9
14,153,6.9,14
15,153,7.1,12
17,153,7.5,21
18,153,7.7,18
19,153,8.1,15
1,154,N/A,N/A
2,154,N/A,N/A
3,154,5.7,7
4,154,N/A,N/A
5,154,N/A,N/A
6,154,N/A,N/A
7,154,N/A,N/A
8,154,6.6,8
10,154,7.6,13
11,154,6.4,9
13,154,8.0,5
14,154,7.0,12
15,154,6.8,13
17,154,7.1,14
18,154,8.1,21
19,154,8.0,17
1,155,N/A,N/A
2,155,N/A,N/A
3,155,N/A,N/A
4,155,N/A,N/A
5,155,N/A,N/A
6,155,N/A,N/A
7,155,N/A,N/A
8,155,7.3,6
10,155,7.4,12
11,155,6.4,9
13,155,7.8,6
14,155,7.3,15
15,155,6.8,13
17,155,7.5,14
18,155,7.8,16
19,155,7.9,21
1,156,N/A,N/A
2,156,N/A,N/A
3,156,N/A,N/A
4,156,N/A,N/A
5,156,N/A,N/A
6,156,N/A,N/A
7,156,4.0,5
8,156,5.4,8
10,156,7.2,12
11,156,6.4,9
13,156,8.2,5
14,156,6.7,14
15,156,6.1,14
17,156,7.2,13
18,156,7.7,17
19,156,8.4,18
3,157,N/A,N/A
4,157,N/A,N/A
5,157,N/A,N/A
6,157,N/A,N/A
7,157,N/A,N/A
8,157,7.3,7
10,157,6.7,14
11,157,5.5,11
13,157,7.6,8
14,157,7.6,12
15,157,6.8,12
17,157,7.7,13
18,157,7.8,16
19,157,8.4,16
4,158,N/A,N/A
5,158,N/A,N/A
6,158,N/A,N/A
8,158,5.4,10
10,158,7.2,11
11,158,N/A,N/A
13,158,7.6,14
14,158,7.5,11
15,158,6.6,14
18,158,7.9,16
19,158,8.0,16
4,159,N/A,N/A
8,159,7.0,6
10,159,6.1,14
11,159,6.4,9
13,159,6.7,10
14,159,6.2,12
15,159,7.6,17
19,159,9.1,21
4,160,4.8,5
8,160,5.9,7
11,160,6.0,9
13,160,7.3,11
14,160,6.9,13
15,160,6.2,13
4,161,N/A,N/A
8,161,6.7,6
11,161,6.8,10
14,161,6.8,16
15,161,6.9,14
